genus	statistic	p.value	parameter	method	C	CWM	FRM	RM	p.value.adj	day
Devosia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Dialister	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Dysgonomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Eubacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Faecalibacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Finegoldia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Flavobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Flavobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Flavonifractor	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Fusicatenibacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Fusobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Fusobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Gemella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Gemmata	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Geobacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Granulicatella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Hungatella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Hyphomicrobium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Janthinobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Jeotgalicoccus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Lactobacillaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Lactobacillales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Lactococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Leptotrichia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Listeria	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Lysobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Mannheimia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Marmoricola	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Megasphaera	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Methylobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Morganella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Mucispirillum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Neisseria	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Neisseriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Odoribacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Paraprevotella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Parasutterella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Parvimonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Pasteurellaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Pectinatus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Peptoniphilus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Peptostreptococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Phascolarctobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Phenylobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Phocaeicola	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Phyllobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Phyllobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Porphyromonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Proteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Proteus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Pseudomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Pyramidobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Ralstonia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Romboutsia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Roseburia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Rothia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Ruminococcus2	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Senegalimassilia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Sphingomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Staphylococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Stenotrophomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Stomatobaculum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Subdoligranulum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Succiniclasticum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Succinivibrio	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Sutterella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Terrisporobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Veillonella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Veillonellaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Verrucomicrobia Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Weissella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	6
Unclassified	36.25812619502865	6.604017959878856e-8	3	Kruskal-Wallis rank sum test	0.004	0	0	0	2.377446465556388e-6	7
Porphyromonadaceae Unclassified	31.427718074173907	6.908229814624444e-7	3	Kruskal-Wallis rank sum test	0.2655	0	0.433	0.001	1.2434813666323998e-5	7
Butyricicoccus	30.407142857142887	1.1330194474389703e-6	3	Kruskal-Wallis rank sum test	0.002	0	0	0	1.3596233369267643e-5	7
Oscillibacter	27.526635802469116	4.565403058245895e-6	3	Kruskal-Wallis rank sum test	0.0055	0	0	0	4.108862752421305e-5	7
Firmicutes Unclassified	26.897111651891795	6.187122521960672e-6	3	Kruskal-Wallis rank sum test	0.0025	0	0	0	4.4547282158116837e-5	7
Acetatifactor	24.58503590439608	1.8853752860898688e-5	3	Kruskal-Wallis rank sum test	0.009000000000000001	0.001	0	0	1.1312251716539213e-4	7
Clostridiales Unclassified	23.420154071075086	3.3006001831938696e-5	3	Kruskal-Wallis rank sum test	0.0075	0.001	0	0	1.697451522785419e-4	7
Ruminococcaceae Unclassified	21.428908660155795	8.574708132883388e-5	3	Kruskal-Wallis rank sum test	0.020499999999999997	0.007	0	0	3.8586186597975246e-4	7
Bacteroidales Unclassified	19.8974169741698	1.782573182072619e-4	3	Kruskal-Wallis rank sum test	0	0	0.002	0	7.130292728290476e-4	7
Coriobacteriaceae Unclassified	17.36538461538465	5.943949505842768e-4	3	Kruskal-Wallis rank sum test	5e-4	0	5e-4	0	0.0021398218221033967	7
Lachnospiraceae Unclassified	15.96343385572083	0.0011537276233491488	3	Kruskal-Wallis rank sum test	0.2755	0.11349999999999999	0.0165	0.043	0.003775835858233578	7
Enterobacteriaceae Unclassified	14.122603605088269	0.002742930246437825	3	Kruskal-Wallis rank sum test	0.0015	0.067	0.0245	0.0555	0.008228790739313475	7
Akkermansia	11.87738953889043	0.00781519410504114	3	Kruskal-Wallis rank sum test	0.020499999999999997	0.2565	0.1335	0.11599999999999999	0.02164207598319085	7
Turicibacter	10.732186927090671	0.013265796094958609	3	Kruskal-Wallis rank sum test	0.012499999999999999	0.056499999999999995	0.019	0.026	0.03411204710132214	7
Peptostreptococcaceae Unclassified	10.1506371963361	0.017328122162397624	3	Kruskal-Wallis rank sum test	0	0.0055	0.0015	0.002	0.0415874931897543	7
Bacteroides	9.682177787182022	0.021470224261707874	3	Kruskal-Wallis rank sum test	0.249	0.05450000000000001	0.3745	0.628	0.04830800458884271	7
Clostridium IV	9.455811555501185	0.02380612768254197	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.05041297626891241	7
Anaeroplasma	9.209302325581312	0.026633723896810714	3	Kruskal-Wallis rank sum test	0	0	0	0	0.05326744779362143	7
Clostridium XlVb	7.952196645770624	0.04701005730455642	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.0890716875244227	7
Clostridium XlVa	7.737911160512123	0.05175051589542341	3	Kruskal-Wallis rank sum test	0.004	0.006500000000000001	0	0.001	0.09315092861176215	7
Blautia	7.0778748879498075	0.0694566234630654	3	Kruskal-Wallis rank sum test	0	5e-4	0	5e-4	0.11906849736525496	7
Pseudoflavonifractor	6.681207784202395	0.08278361801460786	3	Kruskal-Wallis rank sum test	0	0	0	0	0.13546410220572197	7
Barnesiella	6.333333333333259	0.09647232237963115	3	Kruskal-Wallis rank sum test	0	0	0	0	0.1447084835694467	7
Parabacteroides	6.333333333333259	0.09647232237963115	3	Kruskal-Wallis rank sum test	0	0	0	0	0.1447084835694467	7
Lactobacillus	5.923922444224789	0.11537080155655112	3	Kruskal-Wallis rank sum test	0.0235	0.0315	0.010499999999999999	0.0245	0.1661339542414336	7
Bifidobacterium	5.048482399659382	0.16828125430240204	3	Kruskal-Wallis rank sum test	5e-4	0	0.0035	0.0015	0.23300481364947975	7
Erysipelotrichaceae Unclassified	4.351901062437336	0.22588692915140665	3	Kruskal-Wallis rank sum test	0	5e-4	0	0	0.3011825722018755	7
Streptococcus	3.5833333333333464	0.3101138107946889	3	Kruskal-Wallis rank sum test	0	0	0	0	0.39871775673602866	7
Alistipes	2.956072351421143	0.39844766065384796	3	Kruskal-Wallis rank sum test	0	0	0	0	0.4781371927846175	7
Olsenella	2.9600817702398166	0.39782081881630776	3	Kruskal-Wallis rank sum test	0	0	5e-4	0	0.4781371927846175	7
Geobacillus	2.6666666666666576	0.4459216983631243	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5178445529378218	7
Dorea	2.2293562871655896	0.526189268320532	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5919629268605986	7
Anaerotruncus	1.4444444444447415	0.6951505657966428	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6951505657966428	7
Clostridium sensu stricto	1.4444444444447415	0.6951505657966428	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6951505657966428	7
Enterorhabdus	1.4916992952231491	0.6841874496273967	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6951505657966428	7
Staphylococcus	1.4444444444447415	0.6951505657966428	3	Kruskal-Wallis rank sum test	0	0	0	0	0.6951505657966428	7
Acetitomaculum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Acetobacteraceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Acidaminococcaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Acidaminococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Actinobacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Actinomyces	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Actinomycetales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Aerococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Aestuariispira	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Alloprevotella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Alphaproteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Anaerofustis	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Anaerostipes	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Atopobium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Atopostipes	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Aurantimonadaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Bacillaceae 1 Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Bacillales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Bacilli Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Bacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Bacteroidetes Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Betaproteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Bifidobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Bilophila	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Brachybacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Bradyrhizobium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Brucellaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Burkholderia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Burkholderiales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Butyricimonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Butyrivibrio	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Campylobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Carnobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Catonella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Chitinophagaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Cloacibacillus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Cloacibacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Clostridia Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Clostridiaceae 1 Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Clostridiales Incertae Sedis XIII Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Clostridium XI	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Clostridium XVIII	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Collinsella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Comamonadaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Corynebacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Curvibacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Cystobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Desulfovibrio	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Devosia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Dialister	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Dysgonomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Enterococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Escherichia/Shigella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Eubacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Faecalibacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Finegoldia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Flavobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Flavobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Flavonifractor	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Fusicatenibacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Fusobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Fusobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Gemella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Gemmata	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Granulicatella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Hungatella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Hyphomicrobium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Janthinobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Jeotgalicoccus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Lactobacillaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Lactobacillales Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Lactococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Leptotrichia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Listeria	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Lysobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Mannheimia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Marmoricola	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Megasphaera	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Methylobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Morganella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Mucispirillum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Neisseria	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Neisseriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Odoribacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Paraprevotella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Parasutterella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Parvimonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Pasteurellaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Pectinatus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Peptoniphilus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Peptostreptococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Phascolarctobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Phenylobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Phocaeicola	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Phyllobacteriaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Phyllobacterium	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Porphyromonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Prevotella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Proteobacteria Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Proteus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Pseudomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Pyramidobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Ralstonia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Romboutsia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Roseburia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Rothia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Ruminococcus	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Ruminococcus2	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Senegalimassilia	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Sphingomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Stenotrophomonas	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Stomatobaculum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Subdoligranulum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Succiniclasticum	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Succinivibrio	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Sutterella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Terrisporobacter	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Veillonella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Veillonellaceae Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Verrucomicrobia Unclassified	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Weissella	NaN	NaN	3	Kruskal-Wallis rank sum test	0	0	0	0	NaN	7
Unclassified	38.88003705419177	1.840257413620332e-8	3	Kruskal-Wallis rank sum test	0.006	0	0.001	0	7.545055395843362e-7	8
Oscillibacter	35.9558905483727	7.650915602141953e-8	3	Kruskal-Wallis rank sum test	0.012	0	0	0	1.5684376984391002e-6	8
Firmicutes Unclassified	31.484442328890687	6.720754645028772e-7	3	Kruskal-Wallis rank sum test	0.002	0	0	0	7.115886428987242e-6	8
Porphyromonadaceae Unclassified	31.41756629144389	6.942328223402187e-7	3	Kruskal-Wallis rank sum test	0.29200000000000004	0	0.3515	0.0015	7.115886428987242e-6	8
Acetatifactor	25.83111361737675	1.0346339266446097e-5	3	Kruskal-Wallis rank sum test	0.013999999999999999	0.001	0	0	7.069998498738167e-5	8
Ruminococcaceae Unclassified	25.947207242734944	9.783254427669448e-6	3	Kruskal-Wallis rank sum test	0.05	0.005	5e-4	0.001	7.069998498738167e-5	8
Akkermansia	24.993298711012194	1.549039317975898e-5	3	Kruskal-Wallis rank sum test	0.037000000000000005	0.2515	0.10500000000000001	0.1915	9.072944576715973e-5	8
Clostridiales Unclassified	23.994230154536588	2.504935968593138e-5	3	Kruskal-Wallis rank sum test	0.012	5e-4	0	5e-4	1.2837796839039833e-4	8
Bacteroidales Unclassified	20.74463809419409	1.1894563236538004e-4	3	Kruskal-Wallis rank sum test	0	0	0.0165	0	4.891939007887083e-4	8
Pseudoflavonifractor	20.73814049259523	1.1931558555822156e-4	3	Kruskal-Wallis rank sum test	0.001	0	0	0	4.891939007887083e-4	8
Butyricicoccus	19.335966506806933	2.3297152193217443e-4	3	Kruskal-Wallis rank sum test	0.003	0	0	0	8.683483999290137e-4	8
Coriobacteriaceae Unclassified	17.98640844474532	4.426977812293107e-4	3	Kruskal-Wallis rank sum test	0.0015	0	0	0	0.0015125507525334781	8
Bifidobacterium	13.043163926099927	0.004544184713521035	3	Kruskal-Wallis rank sum test	0.001	0	0.013	0	0.013812079084417688	8
Enterobacteriaceae Unclassified	12.963448914997883	0.004716319687362138	3	Kruskal-Wallis rank sum test	0	0.0095	0.0055	0.007	0.013812079084417688	8
Anaeroplasma	12.790928419560656	0.005111257045669302	3	Kruskal-Wallis rank sum test	0	0	0	0	0.013970769258162758	8
Lachnospiraceae Unclassified	12.458867840320368	0.005965725658569726	3	Kruskal-Wallis rank sum test	0.2815	0.101	0.053000000000000005	0.108	0.015287172000084923	8
Peptostreptococcaceae Unclassified	11.574062757057908	0.008994221138066206	3	Kruskal-Wallis rank sum test	0	0.002	0	5e-4	0.021691945097689083	8
Clostridium IV	11.20794889992904	0.010652955692155476	3	Kruskal-Wallis rank sum test	0.001	0	0	0	0.02426506574324303	8
Lactobacillus	10.09770057704377	0.0177536428384513	3	Kruskal-Wallis rank sum test	0.0195	0.0275	0.028	0.0465	0.0383104924408686	8
Bacteroides	9.179567595515413	0.026996295249872213	3	Kruskal-Wallis rank sum test	0.12150000000000001	0.1665	0.29100000000000004	0.487	0.055342405262238034	8
Clostridium XlVb	9.05300900212902	0.028594342322990997	3	Kruskal-Wallis rank sum test	5e-4	0	5e-4	0.001	0.05582704929726814	8
Blautia	7.7354690005344695	0.05180713472534352	3	Kruskal-Wallis rank sum test	0	0	0	0	0.09654966016995838	8
Clostridium sensu stricto	6.999999999999806	0.0718977724964713	3	Kruskal-Wallis rank sum test	0	0	0	0	0.12282536134813846	8
Parabacteroides	6.999999999999806	0.0718977724964713	3	Kruskal-Wallis rank sum test	0	0	0	0	0.12282536134813846	8
Turicibacter	4.9126139794685955	0.17830895756402773	3	Kruskal-Wallis rank sum test	0.0165	0.0445	0.0275	0.038	0.29242669040500546	8
Olsenella	3.625824173677992	0.30480605025462015	3	Kruskal-Wallis rank sum test	0	0	0.001	5e-4	0.48065569463228563	8
Anaerotruncus	3.4057971014492123	0.3331870056201478	3	Kruskal-Wallis rank sum test	0	0	0	0	0.5017697570973755	8
